Date,Index_3x,MA_3x
2011-12-23,1530.0098876953125,1344.1036138916015
2011-12-27,1530.3101806640625,1344.898254272461
2011-12-28,1482.9400634765625,1345.5769742431642
2011-12-29,1523.080078125,1346.332254272461
2011-12-30,1506.8199462890625,1347.0277144775391
2012-01-03,1565.2001953125,1347.8201949462891
2012-01-04,1565.920166015625,1348.6021153564452
2012-01-05,1577.2001953125,1349.4711558837892
2012-01-06,1567.4501953125,1350.263935913086
2012-01-09,1576.119873046875,1351.0573758544922
2012-01-10,1610.2598876953125,1351.993675415039
2012-01-11,1611.4599609375,1352.8471754150391
2012-01-12,1620.52001953125,1353.791935180664
2012-01-13,1601.2899169921875,1354.8275950927734
2012-01-17,1615.0301513671875,1356.0390552978515
2012-01-18,1658.14013671875,1357.3066153564453
2012-01-19,1677.52001953125,1358.6405950927735
2012-01-20,1680.1600341796875,1359.9478751220704
2012-01-23,1682.02001953125,1361.336694946289
2012-01-24,1677.9700927734375,1362.7813751220704
2012-01-25,1712.2001953125,1364.2025958251952
2012-01-26,1689.3101806640625,1365.4932564697265
2012-01-27,1683.0098876953125,1366.8075560302734
2012-01-30,1673.050048828125,1368.306956176758
2012-01-31,1671.2501220703125,1369.7842767333984
2012-02-01,1706.2899169921875,1371.388376586914
2012-02-02,1710.64013671875,1372.9184967041015
2012-02-03,1768.7200927734375,1374.579116821289
2012-02-06,1767.0098876953125,1376.1742767333985
2012-02-07,1775.170166015625,1377.8035169677735
2012-02-08,1783.89990234375,1379.3340567626954
2012-02-09,1789.869873046875,1380.8486964111328
2012-02-10,1761.9400634765625,1382.2640364990234
2012-02-13,1789.330078125,1383.719636352539
2012-02-14,1785.52001953125,1385.1745762939454
2012-02-15,1763.7099609375,1386.666356323242
2012-02-16,1808.14013671875,1388.183156616211
2012-02-17,1817.7099609375,1389.732896850586
2012-02-21,1820.64990234375,1391.2792166748047
2012-02-22,1807.0001220703125,1392.7309171142579
2012-02-23,1824.39990234375,1394.2018165283203
2012-02-24,1831.239990234375,1395.6835162353516
2012-02-27,1836.7899169921875,1397.1512362060546
2012-02-28,1850.5601806640625,1398.552116821289
2012-02-29,1831.0601806640625,1399.9151971435547
2012-03-01,1856.2899169921875,1401.3170372314453
2012-03-02,1842.9100341796875,1402.6611573486327
2012-03-05,1827.0098876953125,1403.9456971435548
2012-03-06,1764.0999755859375,1405.1059171142579
2012-03-07,1791.9100341796875,1406.318637084961
2012-03-08,1831.7501220703125,1407.5573375244142
2012-03-09,1846.6300048828125,1408.7852977294922
2012-03-12,1847.2899169921875,1410.0168577880859
2012-03-13,1921.869873046875,1411.433157348633
2012-03-14,1916.860107421875,1412.8039771728515
2012-03-15,1941.8199462890625,1414.1745567626954
2012-03-16,1946.5301513671875,1415.5932572021484
2012-03-19,1963.27001953125,1417.057377319336
2012-03-20,1950.580078125,1418.4909576416017
2012-03-21,1942.6900634765625,1419.8689779052734
2012-03-22,1912.360107421875,1421.1860379638672
2012-03-23,1925.3499755859375,1422.552117553711
2012-03-26,1983.550048828125,1423.9825777587891
2012-03-27,1971.580078125,1425.3330582275391
2012-03-28,1950.64013671875,1426.6296588134765
2012-03-29,1943.860107421875,1427.9546392822265
