Date,Price,MA_Index,Cumulative_2x,MA_2x
2012-09-05,1403.43994140625,1287.1965390625,1673.889892578125,1441.403087890625
2012-09-06,1432.1199951171875,1287.8185791015626,1731.25,1442.64716796875
2012-09-07,1437.9200439453125,1288.444279296875,1742.85009765625,1443.898568359375
2012-09-10,1429.0799560546875,1289.053119140625,1725.169921875,1445.116248046875
2012-09-11,1433.56005859375,1289.669059326172,1734.130126953125,1446.3481284179688
2012-09-12,1436.56005859375,1290.2567595214844,1740.130126953125,1447.5235288085937
2012-09-13,1459.989990234375,1290.8971794433594,1786.989990234375,1448.8043686523438
2012-09-14,1465.77001953125,1291.560159423828,1798.550048828125,1450.1303286132813
2012-09-17,1461.18994140625,1292.2328793945312,1789.389892578125,1451.4757685546874
2012-09-18,1459.3199462890625,1292.8541791992188,1785.64990234375,1452.7183681640624
2012-09-19,1461.050048828125,1293.4919592285157,1789.110107421875,1453.9939282226562
2012-09-20,1460.260009765625,1294.1170793457031,1787.530029296875,1455.2441684570313
2012-09-21,1460.1500244140625,1294.7479194335938,1787.31005859375,1456.5058486328126
2012-09-24,1456.8900146484375,1295.3792995605468,1780.7900390625,1457.7686088867188
2012-09-25,1441.5899658203125,1295.9699995117187,1750.18994140625,1458.9500087890624
2012-09-26,1433.3199462890625,1296.5625793457032,1733.64990234375,1460.1351684570313
2012-09-27,1447.1500244140625,1297.1353793945314,1761.31005859375,1461.2807685546875
2012-09-28,1440.6700439453125,1297.6967795410155,1748.35009765625,1462.4035688476563
2012-10-01,1444.489990234375,1298.2696394042969,1755.989990234375,1463.5492885742187
2012-10-02,1445.75,1298.8308393554687,1758.510009765625,1464.6716884765624
2012-10-03,1450.989990234375,1299.4021794433593,1768.989990234375,1465.8143686523438
2012-10-04,1461.4000244140625,1299.985439453125,1789.81005859375,1466.980888671875
2012-10-05,1460.9300537109375,1300.551099609375,1788.8701171875,1468.112208984375
2012-10-08,1455.8800048828125,1301.115239501953,1778.77001953125,1469.2404887695313
2012-10-09,1441.47998046875,1301.645819580078,1749.969970703125,1470.3016489257811
2012-10-10,1432.56005859375,1302.1415197753906,1732.130126953125,1471.2930493164063
2012-10-11,1432.8399658203125,1302.675399658203,1732.68994140625,1472.3608090820312
2012-10-12,1428.5899658203125,1303.1762395019532,1724.18994140625,1473.3624887695312
2012-10-15,1440.1300048828125,1303.6959794921875,1747.27001953125,1474.40196875
2012-10-16,1454.9200439453125,1304.2396596679687,1776.85009765625,1475.4893291015626
2012-10-17,1460.9100341796875,1304.7902397460937,1788.830078125,1476.5904892578126
2012-10-18,1457.3399658203125,1305.3336396484376,1781.68994140625,1477.6772890625
2012-10-19,1433.18994140625,1305.8351196289063,1733.389892578125,1478.6802490234375
2012-10-22,1433.8199462890625,1306.3351994628906,1734.64990234375,1479.6804086914062
2012-10-23,1413.1099853515625,1306.7948994140625,1693.22998046875,1480.59980859375
2012-10-24,1408.75,1307.2436394042968,1684.510009765625,1481.4972885742188
2012-10-25,1412.969970703125,1307.682439453125,1692.949951171875,1482.374888671875
2012-10-26,1411.93994140625,1308.1103994140626,1690.889892578125,1483.23080859375
2012-10-31,1412.1600341796875,1308.4925993652344,1691.330078125,1483.9952084960937
2012-11-01,1427.5899658203125,1308.8960793457031,1722.18994140625,1484.8021684570313
2012-11-02,1414.199951171875,1309.277979248047,1695.409912109375,1485.5659682617188
2012-11-05,1417.260009765625,1309.68569921875,1701.530029296875,1486.381408203125
2012-11-06,1428.3900146484375,1310.1050593261718,1723.7900390625,1487.2201284179687
2012-11-07,1394.530029296875,1310.4670393066406,1656.070068359375,1487.9440883789061
2012-11-08,1377.510009765625,1310.823639404297,1622.030029296875,1488.6572885742187
2012-11-09,1379.8499755859375,1311.1878393554687,1626.7099609375,1489.3856884765626
2012-11-12,1380.030029296875,1311.5912194824218,1627.070068359375,1490.1924487304686
2012-11-13,1374.530029296875,1311.983099609375,1616.070068359375,1490.976208984375
2012-11-14,1355.489990234375,1312.3006997070313,1577.989990234375,1491.6114091796876
2012-11-15,1353.3299560546875,1312.6078996582032,1573.669921875,1492.2258090820312
2012-11-16,1359.8800048828125,1312.9319797363282,1586.77001953125,1492.8739692382812
2012-11-19,1386.8900146484375,1313.3442998046876,1640.7900390625,1493.698609375
2012-11-20,1387.81005859375,1313.7232199707032,1642.630126953125,1494.4564497070312
2012-11-21,1391.030029296875,1314.1264799804687,1649.070068359375,1495.2629697265625
2012-11-23,1409.1500244140625,1314.5692600097657,1685.31005859375,1496.1485297851561
2012-11-26,1406.2900390625,1315.0207399902345,1679.590087890625,1497.0514897460937
2012-11-27,1398.93994140625,1315.4064799804687,1664.889892578125,1497.8229697265624
2012-11-28,1409.9300537109375,1315.783280029297,1686.8701171875,1498.5765698242187
2012-11-29,1415.949951171875,1316.1657600097656,1698.909912109375,1499.3415297851564
2012-11-30,1416.1800537109375,1316.5518801269532,1699.3701171875,1500.1137700195313
2012-12-03,1409.4599609375,1316.9233000488282,1685.929931640625,1500.8566098632812
2012-12-04,1407.050048828125,1317.2808400878907,1681.110107421875,1501.5716899414062
2012-12-05,1409.280029296875,1317.6334001464843,1685.570068359375,1502.2768100585938
2012-12-06,1413.93994140625,1317.9804799804688,1694.889892578125,1502.9709697265625
2012-12-07,1418.0699462890625,1318.3356999511718,1703.14990234375,1503.6814096679686
2012-12-10,1418.550048828125,1318.6896201171876,1704.110107421875,1504.38925
2012-12-11,1427.8399658203125,1319.0748400878906,1722.68994140625,1505.1596899414062
2012-12-12,1428.47998046875,1319.4460600585937,1723.969970703125,1505.9021298828125
2012-12-13,1419.449951171875,1319.7971398925781,1705.909912109375,1506.6042895507812
2012-12-14,1413.5799560546875,1320.1301398925782,1694.169921875,1507.2702895507812
2012-12-17,1430.3599853515625,1320.4816599121093,1727.72998046875,1507.9733295898438
2012-12-18,1446.7900390625,1320.8575600585937,1760.590087890625,1508.7251298828126
2012-12-19,1435.81005859375,1321.2156401367188,1738.630126953125,1509.4412900390626
2012-12-20,1443.68994140625,1321.5879399414061,1754.389892578125,1510.1858896484375
2012-12-21,1430.1500244140625,1321.931219970703,1727.31005859375,1510.8724497070311
2012-12-24,1426.6600341796875,1322.2649799804688,1720.330078125,1511.5399697265625
2012-12-26,1419.8299560546875,1322.5888798828125,1706.669921875,1512.18776953125
2012-12-27,1418.0999755859375,1322.9097998046875,1703.2099609375,1512.829609375
2012-12-28,1402.4300537109375,1323.170919921875,1671.8701171875,1513.351849609375
2012-12-31,1426.18994140625,1323.4828999023437,1719.389892578125,1513.9758095703125
2013-01-02,1462.4200439453125,1323.8546198730469,1791.85009765625,1514.7192495117188
2013-01-03,1459.3699951171875,1324.2256599121094,1785.75,1515.4613295898437
2013-01-04,1466.469970703125,1324.6155998535157,1799.949951171875,1516.2412094726562
2013-01-07,1461.8900146484375,1324.9998798828126,1790.7900390625,1517.00976953125
2013-01-08,1457.1500244140625,1325.365219970703,1781.31005859375,1517.7404497070313
2013-01-09,1461.02001953125,1325.7153400878906,1789.050048828125,1518.4406899414062
2013-01-10,1472.1199951171875,1326.0920600585937,1811.25,1519.1941298828126
2013-01-11,1472.050048828125,1326.4496801757812,1811.110107421875,1519.9093701171876
2013-01-14,1470.6800537109375,1326.8010002441406,1808.3701171875,1520.6120102539062
2013-01-15,1472.3399658203125,1327.1818400878906,1811.68994140625,1521.3736899414062
2013-01-16,1472.6300048828125,1327.566580078125,1812.27001953125,1522.143169921875
2013-01-17,1480.93994140625,1327.9617600097656,1828.889892578125,1522.9335297851562
2013-01-18,1485.97998046875,1328.3520400390626,1838.969970703125,1523.71408984375
2013-01-22,1492.56005859375,1328.7548000488282,1852.130126953125,1524.5196098632812
2013-01-23,1494.81005859375,1329.15116015625,1856.630126953125,1525.312330078125
2013-01-24,1494.8199462890625,1329.541719970703,1856.64990234375,1526.0934497070311
2013-01-25,1502.9599609375,1329.9949599609374,1872.929931640625,1526.9999296875
2013-01-28,1500.1800537109375,1330.423080078125,1867.3701171875,1527.856169921875
2013-01-29,1507.8399658203125,1330.823580078125,1882.68994140625,1528.657169921875
2013-01-30,1501.9599609375,1331.2194399414063,1870.929931640625,1529.4488896484374
2013-01-31,1498.1099853515625,1331.6014599609375,1863.22998046875,1530.2129296875
2013-02-01,1513.1700439453125,1332.0060600585937,1893.35009765625,1531.0221298828126
2013-02-04,1495.7099609375,1332.3593798828124,1858.429931640625,1531.72876953125
2013-02-05,1511.2900390625,1332.7328200683594,1889.590087890625,1532.4756499023438
2013-02-06,1512.1199951171875,1333.1153000488282,1891.25,1533.2406098632812
2013-02-07,1509.3900146484375,1333.4903400878907,1885.7900390625,1533.9906899414063
2013-02-08,1517.9300537109375,1333.8679001464843,1902.8701171875,1534.7458100585939
2013-02-11,1517.010009765625,1334.2372802734376,1901.030029296875,1535.4845703125
2013-02-12,1519.4300537109375,1334.6201203613282,1905.8701171875,1536.2502504882812
2013-02-13,1520.3299560546875,1334.9881403808595,1907.669921875,1536.9862905273437
2013-02-14,1521.3800048828125,1335.350040283203,1909.77001953125,1537.7100903320313
