Date,Price,MA_Index
2021-04-28,4183.18017578125,3253.831119140625
2021-04-29,4211.47021484375,3256.3891196289064
2021-04-30,4181.169921875,3258.983359375
2021-05-03,4192.66015625,3261.60983984375
2021-05-04,4164.66015625,3264.1977202148437
2021-05-05,4167.58984375,3266.7701000976563
2021-05-06,4201.6201171875,3269.5496000976564
2021-05-07,4232.60009765625,3272.34598046875
2021-05-10,4188.43017578125,3275.0209208984375
2021-05-11,4152.10009765625,3277.572480957031
2021-05-12,4063.0400390625,3279.9795009765626
2021-05-13,4112.5,3282.524041015625
2021-05-14,4173.85009765625,3285.1430209960936
2021-05-17,4163.2900390625,3287.7570610351563
2021-05-18,4127.830078125,3290.3682412109374
2021-05-19,4115.68017578125,3292.9474814453124
2021-05-20,4159.1201171875,3295.6609418945313
2021-05-21,4155.85986328125,3298.406621582031
2021-05-24,4197.0498046875,3301.2230009765626
2021-05-25,4188.1298828125,3304.095140625
2021-05-26,4195.990234375,3306.998221191406
2021-05-27,4200.8798828125,3309.793440917969
2021-05-28,4204.10986328125,3312.5493608398438
2021-06-01,4202.0400390625,3315.2664609375
2021-06-02,4208.1201171875,3317.9360209960937
2021-06-03,4192.85009765625,3320.5482612304686
2021-06-04,4229.89013671875,3323.2366015625
2021-06-07,4226.52001953125,3325.929961425781
2021-06-08,4227.259765625,3328.601201171875
2021-06-09,4219.5498046875,3331.2663408203125
2021-06-10,4239.18017578125,3333.965361328125
2021-06-11,4247.43994140625,3336.6247412109374
2021-06-14,4255.14990234375,3339.28212109375
2021-06-15,4246.58984375,3341.866940917969
2021-06-16,4223.7001953125,3344.4134213867187
2021-06-17,4221.85986328125,3346.9664409179686
2021-06-18,4166.4501953125,3349.464581542969
2021-06-21,4224.7900390625,3352.0866015625
2021-06-22,4246.43994140625,3354.7296416015624
2021-06-23,4241.83984375,3357.3298012695313
2021-06-24,4266.490234375,3359.9341215820314
2021-06-25,4280.7001953125,3362.549501953125
2021-06-28,4290.60986328125,3365.1390815429686
2021-06-29,4291.7998046875,3367.741861328125
2021-06-30,4297.5,3370.384961425781
2021-07-01,4319.93994140625,3373.0655815429686
2021-07-02,4352.33984375,3375.78412109375
2021-07-06,4343.5400390625,3378.4713813476565
2021-07-07,4358.1298828125,3381.160101074219
2021-07-08,4320.81982421875,3383.773140625
2021-07-09,4369.5498046875,3386.50416015625
2021-07-12,4384.6298828125,3389.304580078125
2021-07-13,4369.2099609375,3392.0527797851564
2021-07-14,4374.2998046875,3394.8481591796876
2021-07-15,4360.02978515625,3397.5981586914063
2021-07-16,4327.16015625,3400.2415390625
2021-07-19,4258.490234375,3402.7193994140625
2021-07-20,4323.06005859375,3405.3581796875
2021-07-21,4358.68994140625,3408.0238393554687
2021-07-22,4367.47998046875,3410.716859375
2021-07-23,4411.7900390625,3413.5140795898437
2021-07-26,4422.2998046875,3416.397919433594
2021-07-27,4401.4599609375,3419.293719238281
2021-07-28,4400.64013671875,3422.2308994140626
2021-07-29,4419.14990234375,3425.3797192382813
2021-07-30,4395.259765625,3428.4066987304686
2021-08-02,4387.16015625,3431.4130590820314
2021-08-03,4423.14990234375,3434.3831787109375
2021-08-04,4402.66015625,3437.35119921875
2021-08-05,4429.10009765625,3440.4439995117186
2021-08-06,4436.52001953125,3443.4643994140624
2021-08-09,4432.35009765625,3446.6478994140625
2021-08-10,4436.75,3449.82619921875
2021-08-11,4442.41015625,3452.9336596679686
2021-08-12,4460.830078125,3456.008020019531
2021-08-13,4468.0,3459.143
2021-08-16,4479.7099609375,3462.253560058594
2021-08-17,4448.080078125,3465.3038203125
2021-08-18,4400.27001953125,3468.410140136719
2021-08-19,4405.7998046875,3471.464979980469
2021-08-20,4441.669921875,3474.61
2021-08-23,4479.52978515625,3477.7931796875
2021-08-24,4486.22998046875,3480.9164794921876
2021-08-25,4496.18994140625,3484.055939453125
2021-08-26,4470.0,3487.1833994140625
2021-08-27,4509.3701171875,3490.3265795898437
2021-08-30,4528.7900390625,3493.432159667969
2021-08-31,4522.68017578125,3496.5201000976563
2021-09-01,4524.08984375,3499.611419921875
2021-09-02,4536.9501953125,3502.726540527344
2021-09-03,4535.43017578125,3505.795541015625
2021-09-07,4520.02978515625,3508.8164604492185
2021-09-08,4514.06982421875,3511.8298203125
2021-09-09,4493.27978515625,3514.8204599609376
2021-09-10,4458.580078125,3517.7262202148436
2021-09-13,4468.72998046875,3520.6502202148436
2021-09-14,4443.0498046875,3523.522739746094
2021-09-15,4480.7001953125,3526.5
2021-09-16,4473.75,3529.4639399414064
2021-09-17,4432.990234375,3532.3967202148438
2021-09-20,4357.72998046875,3535.1424399414063
2021-09-21,4354.18994140625,3537.8955795898437
2021-09-22,4395.64013671875,3540.763279785156
2021-09-23,4448.97998046875,3543.707759765625
2021-09-24,4455.47998046875,3546.7382197265624
2021-09-27,4443.10986328125,3549.8492192382814
2021-09-28,4352.6298828125,3552.7332192382814
2021-09-29,4359.4599609375,3555.548119140625
2021-09-30,4307.5400390625,3558.285619140625
2021-10-01,4357.0400390625,3561.2135791015626
2021-10-04,4300.4599609375,3563.97569921875
2021-10-05,4345.72021484375,3566.7908798828125
2021-10-06,4363.5498046875,3569.577439453125
2021-10-07,4399.759765625,3572.4446591796873
2021-10-08,4391.33984375,3575.2359790039063
2021-10-11,4361.18994140625,3577.9789790039063
2021-10-12,4350.64990234375,3580.68437890625
2021-10-13,4363.7998046875,3583.4395786132814
2021-10-14,4438.259765625,3586.302658203125
2021-10-15,4471.3701171875,3589.2534184570313
2021-10-18,4486.4599609375,3592.2172983398436
2021-10-19,4519.6298828125,3595.2359780273437
2021-10-20,4536.18994140625,3598.2632578125
2021-10-21,4549.77978515625,3601.2839775390626
2021-10-22,4544.89990234375,3604.2999975585935
2021-10-25,4566.47998046875,3607.339417480469
2021-10-26,4574.7900390625,3610.4138774414064
2021-10-27,4551.68017578125,3613.38341796875
2021-10-28,4596.419921875,3616.4197177734377
2021-10-29,4605.3798828125,3619.4812373046875
2021-11-01,4613.669921875,3622.5550170898437
2021-11-02,4630.64990234375,3625.64595703125
2021-11-03,4660.56982421875,3628.7809365234375
2021-11-04,4680.06005859375,3631.967036621094
2021-11-05,4697.52978515625,3635.178416015625
2021-11-08,4701.7001953125,3638.393736328125
2021-11-09,4685.25,3641.5709765625
2021-11-10,4646.7099609375,3644.6234765625
2021-11-11,4649.27001953125,3647.677956542969
2021-11-12,4682.85009765625,3650.803296875
2021-11-15,4682.7998046875,3653.9519765625
2021-11-16,4700.89990234375,3657.1466962890627
2021-11-17,4688.669921875,3660.3034560546876
2021-11-18,4704.5400390625,3663.445256347656
2021-11-19,4697.9599609375,3666.5601362304687
2021-11-22,4682.93994140625,3669.6187563476565
2021-11-23,4690.7001953125,3672.7181967773436
2021-11-24,4701.4599609375,3675.8933764648436
2021-11-26,4594.6201171875,3678.896216796875
2021-11-29,4655.27001953125,3681.981236816406
2021-11-30,4567.0,3684.880376953125
2021-12-01,4513.0400390625,3687.614637207031
2021-12-02,4577.10009765625,3690.4969174804687
2021-12-03,4538.43017578125,3693.3087377929687
2021-12-06,4591.669921875,3696.2088178710937
2021-12-07,4686.75,3699.245177734375
2021-12-08,4701.2099609375,3702.3099975585938
2021-12-09,4667.4501953125,3705.261998046875
2021-12-10,4712.02001953125,3708.300998046875
2021-12-13,4668.97021484375,3711.2566586914063
2021-12-14,4634.08984375,3714.1140981445315
2021-12-15,4709.85009765625,3717.0913583984375
2021-12-16,4668.669921875,3719.980678222656
2021-12-17,4620.64013671875,3722.7751987304687
2021-12-20,4568.02001953125,3725.4314189453125
2021-12-21,4649.22998046875,3728.2498388671875
2021-12-22,4696.56005859375,3731.20037890625
2021-12-23,4725.7900390625,3734.190398925781
2021-12-27,4791.18994140625,3737.2570786132815
2021-12-28,4786.35009765625,3740.360078613281
2021-12-29,4793.06005859375,3743.453638671875
2021-12-30,4778.72998046875,3746.5367387695314
2021-12-31,4766.18017578125,3749.5629990234374
2022-01-03,4796.56005859375,3752.606719238281
2022-01-04,4793.5400390625,3755.6630991210936
2022-01-05,4700.580078125,3758.487999511719
2022-01-06,4696.0498046875,3761.3137993164064
2022-01-07,4677.02978515625,3764.089278808594
2022-01-10,4670.2900390625,3766.796238769531
2022-01-11,4713.06982421875,3769.5631381835938
2022-01-12,4726.35009765625,3772.374258300781
2022-01-13,4659.02978515625,3775.048817871094
2022-01-14,4662.85009765625,3777.723437988281
2022-01-18,4577.10986328125,3780.2867177734374
2022-01-19,4532.759765625,3782.8649775390627
2022-01-20,4482.72998046875,3785.2779575195314
2022-01-21,4397.93994140625,3787.527037597656
2022-01-24,4410.1298828125,3789.7799775390627
2022-01-25,4356.4501953125,3792.041837890625
2022-01-26,4349.93017578125,3794.2438583984376
2022-01-27,4326.509765625,3796.3016977539064
2022-01-28,4431.85009765625,3798.496018066406
2022-01-31,4515.5498046875,3800.8355576171875
2022-02-01,4546.5400390625,3803.2732177734374
2022-02-02,4589.3798828125,3805.7477973632813
2022-02-03,4477.43994140625,3807.987177246094
2022-02-04,4500.52978515625,3810.2293369140625
2022-02-07,4483.8701171875,3812.449197265625
2022-02-08,4521.5400390625,3814.731957519531
2022-02-09,4587.18017578125,3817.1657377929687
2022-02-10,4504.080078125,3819.4015981445314
2022-02-11,4418.64013671875,3821.4924184570314
2022-02-14,4401.669921875,3823.620258300781
2022-02-15,4471.06982421875,3826.1106181640625
2022-02-16,4475.009765625,3828.8042177734374
2022-02-17,4380.259765625,3831.3319575195314
2022-02-18,4348.8701171875,3834.072177734375
2022-02-22,4304.759765625,3836.773257324219
2022-02-23,4225.5,3839.043797363281
2022-02-24,4288.7001953125,3841.6144575195312
2022-02-25,4384.64990234375,3844.123517089844
2022-02-28,4373.93994140625,3846.823517089844
2022-03-01,4306.259765625,3849.4912963867187
2022-03-02,4386.5400390625,3852.771256347656
2022-03-03,4363.490234375,3855.733776855469
2022-03-04,4328.8701171875,3858.9087573242186
2022-03-07,4201.08984375,3862.3496572265626
2022-03-08,4170.7001953125,3865.269017578125
2022-03-09,4277.8798828125,3869.052517578125
2022-03-10,4259.52001953125,3872.513177734375
2022-03-11,4204.31005859375,3876.12559765625
2022-03-14,4173.10986328125,3879.6530375976563
2022-03-15,4262.4501953125,3883.568098144531
2022-03-16,4357.85986328125,3887.809018066406
2022-03-17,4411.669921875,3891.737697753906
2022-03-18,4463.1201171875,3895.7128178710936
2022-03-21,4461.18017578125,3899.3750380859374
2022-03-22,4511.60986328125,3903.3153178710936
2022-03-23,4456.240234375,3906.9744985351563
2022-03-24,4520.16015625,3910.845638671875
2022-03-25,4543.06005859375,3914.9907587890625
2022-03-28,4575.52001953125,3919.0879990234375
2022-03-29,4631.60009765625,3923.3738994140626
2022-03-30,4602.4501953125,3927.2514399414063
2022-03-31,4530.41015625,3930.9934404296873
2022-04-01,4545.85986328125,3934.5852001953126
2022-04-04,4582.64013671875,3938.1708403320313
2022-04-05,4525.1201171875,3941.6978208007813
2022-04-06,4481.14990234375,3944.968000488281
2022-04-07,4500.2099609375,3948.4017001953125
2022-04-08,4488.27978515625,3951.7791596679685
2022-04-11,4412.52978515625,3954.8550991210936
2022-04-12,4397.4501953125,3958.0036796875
2022-04-13,4446.58984375,3961.4237392578125
2022-04-14,4392.58984375,3964.610298828125
2022-04-18,4391.68994140625,3967.798078613281
2022-04-19,4462.2099609375,3971.0490185546873
2022-04-20,4459.4501953125,3974.210958984375
2022-04-21,4393.66015625,3977.271499511719
2022-04-22,4271.77978515625,3979.9360390625
2022-04-25,4296.1201171875,3982.703419433594
2022-04-26,4175.2001953125,3985.3923999023436
2022-04-27,4183.9599609375,3988.07483984375
2022-04-28,4287.5,3990.9129599609373
2022-04-29,4131.93017578125,3993.47998046875
2022-05-02,4155.3798828125,3996.0283603515627
2022-05-03,4175.47998046875,3998.519720214844
2022-05-04,4300.169921875,4001.2596801757813
2022-05-05,4146.8701171875,4003.8131801757813
2022-05-06,4123.33984375,4006.419859863281
2022-05-09,3991.239990234375,4008.69733984375
2022-05-10,4001.050048828125,4010.9720400390624
2022-05-11,3935.179931640625,4012.934580078125
2022-05-12,3930.080078125,4014.9488603515624
2022-05-13,4023.889892578125,4017.053419921875
2022-05-16,4008.010009765625,4019.172419921875
2022-05-17,4088.85009765625,4021.4392202148438
2022-05-18,3923.679931640625,4023.3030400390626
