Date,Net Value,ROIC,Cash,Holdings,Price,SMA1,SMA2,Stop Loss
2002-05-03,995.0318488934764,98.50318488934764,990.0,0.0006364920135051872,7905.596278837586,9443.686070236763,12176.888875487222,6.75
2002-05-06,994.8372182551888,98.48372182551887,990.0,0.0006364920135051872,7599.809820943419,9429.744225567107,12164.052216913247,6.75
2002-05-07,994.8079928492183,98.48079928492183,990.0,0.0006364920135051872,7553.893445952965,9417.103074665447,12151.204541513185,6.75
2002-05-08,995.168630108354,98.51686301083541,990.0,0.0006364920135051872,8120.494835261499,9406.498230151174,12139.734380841706,6.75
2002-05-09,995.01824924613,98.501824924613,990.0,0.0006364920135051872,7884.2297148306925,9395.524419226773,12127.508345041064,6.75
2002-05-10,994.8496975058569,98.48496975058569,990.0,0.0006364920135051872,7619.416116707192,9382.364736683958,12114.645320260888,6.75
2002-05-13,995.0296206903223,98.50296206903224,990.0,0.0006364920135051872,7902.0955229649935,9370.738011242403,12102.172351665815,6.75
2002-05-14,995.2423086408958,98.52423086408957,990.0,0.0006364920135051872,8236.25203406119,9361.311689940852,12090.362417843455,6.75
2002-05-15,995.1829714860038,98.51829714860038,990.0,0.0006364920135051872,8143.0267403685675,9351.497878724209,12077.84462188383,6.75
2002-05-16,995.2509965913404,98.52509965913404,990.0,0.0006364920135051872,8249.90177397968,9342.460140694255,12065.411763118364,6.75
2002-05-17,995.3309403763465,98.53309403763464,990.0,0.0006364920135051872,8375.502383743516,9333.41298878446,12052.373214594409,6.75
2002-05-20,995.1892110403935,98.51892110403935,990.0,0.0006364920135051872,8152.829776789061,9322.885720240176,12039.00945639883,6.75
2002-05-21,995.0751499119092,98.50751499119092,990.0,0.0006364920135051872,7973.627012160221,9311.274555876265,12025.326310420214,6.75
2002-05-22,995.1328626586202,98.51328626586202,990.0,0.0006364920135051872,8064.300179280016,9299.793130231858,12011.579640116575,6.75
2002-05-23,995.2374085436027,98.52374085436027,990.0,0.0006364920135051872,8228.55343425292,9290.759228388477,11998.069199043382,6.75
2002-05-24,995.1108033055376,98.51108033055377,990.0,0.0006364920135051872,8029.642473268865,9284.211238674588,11984.049517999572,6.75
2002-05-28,995.0233770785953,98.50233770785954,990.0,0.0006364920135051872,7892.286112014778,9276.217417147336,11970.324245989943,6.75
2002-05-29,994.9589574274455,98.49589574274455,990.0,0.0006364920135051872,7791.075649380594,9269.659067160186,11958.491631510253,6.75
2002-05-30,994.9310892441617,98.49310892441618,990.0,0.0006364920135051872,7747.291622727648,9262.572805876656,11946.490633093988,6.75
2002-05-31,994.9540620266943,98.49540620266943,990.0,0.0006364920135051872,7783.384428363935,9256.898531151239,11934.502170233314,6.75
