Price,China
Ticker,000001.SS
Date,
2001-09-25,1793.884033203125
2001-09-26,1767.81396484375
2001-09-27,1764.9320068359375
2001-09-28,1764.866943359375
2001-10-08,1726.532958984375
2001-10-09,1744.6400146484375
2001-10-10,1686.612060546875
2001-10-11,1638.3260498046875
2001-10-12,1691.3260498046875
2001-10-15,1687.280029296875
2001-10-16,1655.9019775390625
2001-10-17,1643.0660400390625
2001-10-18,1615.5789794921875
2001-10-19,1572.4530029296875
2001-10-22,1520.6689453125
2001-10-23,1670.56201171875
2001-10-24,1718.06005859375
2001-10-25,1676.4990234375
2001-10-26,1677.8780517578125
2001-10-29,1700.47705078125
2001-10-30,1682.76904296875
2001-10-31,1689.1700439453125
2001-11-01,1707.7540283203125
2001-11-02,1691.3509521484375
2001-11-05,1679.572021484375
2001-11-06,1671.2779541015625
2001-11-07,1594.050048828125
2001-11-08,1605.8709716796875
2001-11-09,1630.3590087890625
2001-11-12,1621.1949462890625
2001-11-13,1615.9310302734375
2001-11-14,1617.10205078125
2001-11-15,1621.343994140625
2001-11-16,1646.762939453125
2001-11-19,1669.89404296875
2001-11-20,1699.7320556640625
2001-11-21,1705.6639404296875
2001-11-22,1715.81298828125
2001-11-23,1712.56396484375
2001-11-26,1705.885009765625
2001-11-27,1722.5889892578125
2001-11-28,1735.0
2001-11-29,1732.2960205078125
2001-11-30,1747.9930419921875
2001-12-03,1762.56201171875
2001-12-04,1769.6810302734375
2001-12-05,1745.22705078125
2001-12-06,1751.1820068359375
2001-12-07,1745.406982421875
2001-12-10,1748.6820068359375
2001-12-11,1728.8780517578125
2001-12-12,1715.1719970703125
2001-12-13,1688.012939453125
2001-12-14,1675.5140380859375
2001-12-17,1665.93798828125
2001-12-18,1687.2900390625
2001-12-19,1672.697998046875
2001-12-20,1631.5369873046875
2001-12-21,1640.1419677734375
2001-12-24,1606.10400390625
2001-12-25,1611.1700439453125
2001-12-26,1633.6429443359375
2001-12-27,1627.9229736328125
2001-12-28,1639.4840087890625
2001-12-31,1645.970947265625
2002-01-04,1611.3929443359375
2002-01-07,1596.760009765625
2002-01-08,1583.4610595703125
2002-01-09,1561.3489990234375
2002-01-10,1576.43701171875
2002-01-11,1535.593017578125
2002-01-14,1485.1080322265625
2002-01-15,1459.6529541015625
2002-01-16,1479.6190185546875
2002-01-17,1419.51904296875
2002-01-18,1415.43798828125
2002-01-21,1366.968017578125
2002-01-22,1358.6910400390625
2002-01-23,1444.9649658203125
2002-01-24,1456.404052734375
2002-01-25,1451.4840087890625
2002-01-28,1359.5489501953125
2002-01-29,1392.7750244140625
2002-01-30,1396.60498046875
2002-01-31,1491.6650390625
2002-02-01,1485.77001953125
2002-02-04,1511.3270263671875
2002-02-05,1518.280029296875
2002-02-06,1485.802001953125
2002-02-07,1515.39404296875
2002-02-08,1506.614990234375
2002-02-25,1530.2840576171875
2002-02-26,1531.4300537109375
2002-02-27,1538.3189697265625
2002-02-28,1524.7010498046875
2002-03-01,1502.5400390625
2002-03-04,1526.803955078125
2002-03-05,1560.0789794921875
2002-03-06,1569.2080078125
2002-03-07,1613.0009765625
2002-03-08,1640.2559814453125
2002-03-11,1664.093994140625
2002-03-12,1643.6920166015625
2002-03-13,1623.4320068359375
2002-03-14,1665.1510009765625
2002-03-15,1620.9759521484375
2002-03-18,1623.884033203125
2002-03-19,1665.3570556640625
2002-03-20,1682.510009765625
2002-03-21,1685.0169677734375
2002-03-22,1669.6939697265625
2002-03-25,1675.2889404296875
2002-03-26,1649.4840087890625
2002-03-27,1654.23095703125
2002-03-28,1650.6729736328125
2002-03-29,1603.905029296875
2002-04-01,1608.5059814453125
2002-04-02,1582.883056640625
2002-04-03,1594.508056640625
2002-04-04,1641.698974609375
2002-04-05,1634.6429443359375
2002-04-08,1640.6500244140625
2002-04-09,1667.52197265625
2002-04-10,1677.657958984375
2002-04-11,1649.530029296875
2002-04-12,1658.97900390625
2002-04-15,1649.5
2002-04-16,1640.2850341796875
2002-04-17,1644.39501953125
2002-04-18,1628.136962890625
2002-04-19,1635.1719970703125
2002-04-22,1627.47998046875
2002-04-23,1624.5460205078125
2002-04-24,1611.051025390625
2002-04-25,1615.9189453125
2002-04-26,1640.5889892578125
2002-04-29,1665.81201171875
2002-04-30,1667.7490234375
2002-05-08,1652.3680419921875
2002-05-09,1650.5780029296875
2002-05-10,1638.197998046875
2002-05-13,1623.93994140625
2002-05-14,1616.23095703125
2002-05-15,1598.35400390625
2002-05-16,1549.5009765625
2002-05-17,1567.4969482421875
2002-05-20,1541.530029296875
2002-05-21,1588.1080322265625
2002-05-22,1564.489013671875
2002-05-23,1571.6109619140625
2002-05-24,1549.4659423828125
2002-05-27,1555.0479736328125
2002-05-28,1558.5240478515625
2002-05-29,1524.8060302734375
2002-05-30,1523.52197265625
2002-05-31,1515.7330322265625
2002-06-03,1483.3480224609375
2002-06-04,1490.5140380859375
2002-06-05,1462.0
2002-06-06,1521.262939453125
2002-06-07,1529.5069580078125
2002-06-10,1517.22998046875
2002-06-11,1530.9630126953125
2002-06-12,1524.842041015625
2002-06-13,1511.7110595703125
2002-06-14,1494.2459716796875
2002-06-17,1496.241943359375
2002-06-18,1524.0679931640625
2002-06-19,1507.66796875
2002-06-20,1516.1510009765625
2002-06-21,1562.7220458984375
2002-06-24,1707.31298828125
2002-06-25,1706.5909423828125
2002-06-26,1712.9100341796875
2002-06-27,1723.5450439453125
2002-06-28,1732.7550048828125
2002-07-01,1713.7049560546875
2002-07-02,1724.948974609375
2002-07-03,1730.9189453125
2002-07-04,1713.135009765625
2002-07-05,1722.18798828125
2002-07-08,1732.9339599609375
2002-07-09,1729.9859619140625
2002-07-10,1701.823974609375
2002-07-11,1696.93994140625
2002-07-12,1698.2979736328125
2002-07-15,1687.9449462890625
2002-07-16,1691.623046875
2002-07-17,1701.718017578125
2002-07-18,1704.9119873046875
2002-07-19,1713.8609619140625
2002-07-22,1681.009033203125
2002-07-23,1673.8609619140625
2002-07-24,1672.4000244140625
2002-07-25,1665.1090087890625
2002-07-26,1657.4990234375
2002-07-29,1665.6739501953125
2002-07-30,1669.001953125
2002-07-31,1651.593994140625
2002-08-01,1653.008056640625
2002-08-02,1661.4310302734375
2002-08-05,1653.95703125
2002-08-06,1670.6190185546875
2002-08-07,1668.06494140625
2002-08-08,1659.802001953125
2002-08-09,1647.0460205078125
2002-08-12,1634.5660400390625
2002-08-13,1636.6319580078125
2002-08-14,1646.7220458984375
2002-08-15,1634.365966796875
2002-08-16,1646.7919921875
2002-08-19,1644.301025390625
2002-08-20,1671.3509521484375
2002-08-21,1673.5489501953125
2002-08-22,1686.1109619140625
2002-08-23,1683.20703125
2002-08-26,1670.68505859375
2002-08-27,1679.6910400390625
2002-08-28,1676.77001953125
2002-08-29,1667.3179931640625
2002-08-30,1666.6180419921875
2002-09-02,1668.7740478515625
2002-09-03,1674.0699462890625
2002-09-04,1663.9720458984375
2002-09-05,1641.8070068359375
2002-09-06,1631.384033203125
2002-09-09,1621.58203125
2002-09-10,1625.1109619140625
2002-09-11,1620.35498046875
2002-09-12,1624.5579833984375
2002-09-13,1625.759033203125
2002-09-16,1604.0830078125
2002-09-17,1604.8809814453125
2002-09-18,1594.583984375
2002-09-19,1619.35400390625
2002-09-20,1604.9129638671875
2002-09-23,1602.5909423828125
2002-09-24,1596.7320556640625
2002-09-25,1597.8370361328125
2002-09-26,1587.6490478515625
2002-09-27,1581.6180419921875
2002-10-08,1562.9930419921875
2002-10-09,1535.365966796875
2002-10-10,1530.406982421875
2002-10-11,1524.051025390625
2002-10-14,1531.676025390625
2002-10-15,1524.72802734375
2002-10-16,1537.387939453125
2002-10-17,1513.0970458984375
2002-10-18,1519.5389404296875
2002-10-21,1524.925048828125
2002-10-22,1548.10400390625
2002-10-23,1548.9649658203125
2002-10-24,1536.52001953125
2002-10-25,1520.31298828125
2002-10-28,1502.7159423828125
2002-10-29,1510.8819580078125
2002-10-30,1509.70703125
2002-10-31,1507.4959716796875
2002-11-01,1510.760009765625
2002-11-04,1531.842041015625
2002-11-05,1558.239013671875
2002-11-06,1552.56103515625
2002-11-07,1554.237060546875
2002-11-08,1522.18701171875
2002-11-11,1504.4029541015625
2002-11-12,1485.9129638671875
2002-11-13,1490.4639892578125
2002-11-14,1460.7950439453125
2002-11-15,1463.6910400390625
2002-11-18,1451.2900390625
2002-11-19,1462.1739501953125
2002-11-20,1425.843017578125
