Date,US,Germany,Japan,China,India,Global Index
1970-01-02,29.847485500276854,,,,,1.0
1970-01-05,29.995117930426726,,21.189911480365183,,,1.7148858120834716
1970-01-06,29.789716075558793,,21.219629235806106,,,1.7089997517845097
1970-01-07,29.728736558194377,,21.12033106883582,,,1.7036298627754938
1970-01-08,29.74478457284289,,20.138990629566123,,,1.6712890337762727
1970-01-09,29.654921567411073,,20.138990629566123,,,1.6682782942139407
1970-01-12,29.43026160524829,,20.496675885120894,,,1.6727351283881546
1970-01-13,29.500868951968503,,20.26254010402656,,,1.6672563273557324
1970-01-14,29.414216039183035,,20.178321496507717,,,1.6615315060704443
1970-01-15,29.423843868538835,,,,,0.9858064548943632
1970-01-16,29.17992824766445,,20.16341848244106,,,1.6531827020955523
1970-01-19,28.77233463057493,,20.365629690784687,,,1.6463016397446222
1970-01-20,28.83010405529299,,20.370568655573603,,,1.6484026002930876
1970-01-21,28.868615372716192,,20.50655381469874,,,1.654248870879155
1970-01-22,28.89750130936685,,20.482037689131413,,,1.6543952755430684
1970-01-23,28.682471625143116,,20.388735606266245,,,1.6440650329138846
1970-01-26,28.2973413108283,,20.430271137525125,,,1.632553350194322
1970-01-27,28.120825392611025,,20.430271137525125,,,1.6266394209215986
1970-01-28,27.85444402037868,,20.50135003183264,,,1.6200960731436755
1970-01-29,27.501409735360873,,20.535126178131073,,,1.6093997570765677
1970-01-30,27.286377602553884,,20.251428509747736,,,1.5926904834868143
1970-02-02,27.520665394072477,,20.37506625690057,,,1.6046822989671536
1970-02-03,27.84802383508598,,20.253633174065026,,,1.611581552111143
1970-02-04,27.67792565357815,,20.400288564007024,,,1.610796132797827
1970-02-05,27.568806989434734,,20.3427024736804,,,1.6052109134175048
1970-02-06,27.706811590228806,,20.30874978199719,,,1.6086970331815933
1970-02-09,27.92505136709889,,20.339350264362025,,,1.6170340925708209
1970-02-10,27.632994150862242,,20.338028326968654,,,1.6072048172160411
1970-02-11,27.90258561574094,,,,,0.9348387359290995
1970-02-12,27.83518836166708,,20.338028326968654,,,1.6139790632677884
1970-02-13,27.774208844302667,,20.271005670526144,,,1.6096905219832727
1970-02-16,27.751743092944714,,20.229381866574872,,,1.6075432873256454
1970-02-17,27.71964951223096,,20.236260677603905,,,1.6066985002602663
1970-02-18,28.063055967892964,,20.399582382467898,,,1.623675748160137
1970-02-19,28.165756895326933,,20.49808609520666,,,1.6304168399740813
1970-02-20,28.252409808112393,,20.48556429084207,,,1.6329005034109956
1970-02-23,,,20.82499432301181,,,0.6977135250746214
1970-02-24,28.23957188611024,,20.94836725208747,,,1.6479759790063875
1970-02-25,28.67605143985041,,21.01644702784618,,,1.6648805631293686
1970-02-26,28.53162910234689,,21.033115495760665,,,1.660600340944895
1970-02-27,28.72419303521267,,21.033115495760665,,,1.6670519374408208
1970-03-02,28.791590289286532,,21.16266105432622,,,1.6736502424349748
1970-03-03,28.95848082673126,,21.13514581021009,,,1.6783198248467766
1970-03-04,28.89750130936685,,21.365225353439413,,,1.6839852945850344
1970-03-05,28.884663387364697,,21.370870499767467,,,1.6837443102758525
1970-03-06,28.704937376501068,,21.625640560956406,,,1.686258560607748
1970-03-09,28.40646242355497,,21.65130207853232,,,1.6771183120810287
1970-03-10,28.48348750698463,,21.78402330103147,,,1.6841455809585648
1970-03-11,28.46423184827303,,21.677404959570193,,,1.6799283412794734
1970-03-12,28.34869299883691,,21.456852408141643,,,1.6686680493241743
1970-03-13,28.197850476040685,,21.573611344265437,,,1.6675261244316364
1970-03-16,27.89295778638514,,21.573611344265437,,,1.6573111034827956
1970-03-17,28.014914372530708,,21.771854587436447,,,1.6680389696313063
1970-03-18,28.09514954860672,,21.911013257502677,,,1.6753894664140323
1970-03-19,28.05663578260026,,21.962601110731686,,,1.6758274961844941
1970-03-20,27.941096933164143,,21.96886201291398,,,1.6721662850163768
1970-03-23,27.918631181806187,,22.004136641990563,,,1.6725954292978442
1970-03-24,28.236364242047145,,21.90686659395278,,,1.6799817470565426
1970-03-25,28.810845947998132,,21.87917695744436,,,1.6983012825308956
1970-03-26,28.858987543360392,,22.08932624912572,,,1.706954972539095
1970-03-27,,,21.917538977762145,,,0.7343177695005111
1970-03-30,28.765914445282228,,22.136946137182104,,,1.7054321236538392
1970-03-31,28.765914445282228,,22.136946137182104,,,1.7054321236538392
1970-04-01,28.907129138722652,,22.235538122613264,,,1.713466525039824
1970-04-02,28.817266133290836,,22.24806207997035,,,1.710875383884097
1970-04-03,28.688889361852564,,22.04743762709727,,,1.699852638791942
1970-04-06,28.486697599630983,,22.350445485189336,,,1.703230346970058
1970-04-07,28.40967006761807,,22.25943633933385,,,1.697600503281321
1970-04-08,28.400042238262266,,22.30811549969894,,,1.6989088657900797
1970-04-09,28.41288016026442,,22.1793643953649,,,1.6950253499632337
1970-04-10,28.319807062186253,,22.16957473847945,,,1.6915790712151408
1970-04-13,28.127243129320473,,22.118602641104683,,,1.6834197229096266
1970-04-14,27.886537601092435,,22.064545305481214,,,1.6735440881983281
1970-04-15,27.83518836166708,,22.064545305481214,,,1.6718237007497816
1970-04-16,27.56238680414203,,22.070011753431988,,,1.662866996186786
1970-04-17,27.49498955006817,,21.79275368560823,,,1.6513197815346699
1970-04-20,27.54634123807678,,21.787991266204088,,,1.6528806925401893
1970-04-21,27.401916451990004,,21.77890779085777,,,1.6477376039730915
1970-04-22,27.045672074325847,,21.485775709351046,,,1.6259811160047883
1970-04-23,26.650916379238485,,21.302965116401044,,,1.6066305315801135
1970-04-24,26.564261017869768,,21.3663728984405,,,1.60585165259116
1970-04-27,26.143829478778102,,21.04184588033742,,,1.5808928145279724
1970-04-28,25.761909257109636,,20.418982997861516,,,1.5472289032368505
1970-04-29,26.25615823556787,,,,,0.8796773931031586
1970-04-30,26.163085137489702,,18.645464040139306,,,1.5012503876486807
1970-05-01,26.13741174206865,,18.645464040139306,,,1.5003902349426574
1970-05-04,25.473064582102594,,,,,0.8534408897481939
1970-05-05,25.225938868581853,,,,,0.8451612739152806
1970-05-06,25.505158162816347,,19.32511640571781,,,1.501978267754526
1970-05-07,25.620697012252467,,19.485794235795055,,,1.5112325374152247
1970-05-08,25.495530333460547,,19.317621838834533,,,1.5014046048160208
1970-05-11,25.225938868581853,,18.863725807550672,,,1.4771651258771386
1970-05-12,24.985233340353812,,18.95508589118323,,,1.4721615069091658
1970-05-13,24.561591708615794,,18.490519629082506,,,1.4424032918048981
1970-05-14,24.21176751624434,,18.066959262086307,,,1.4164920786355182
1970-05-15,24.680340650698266,,17.802311271319525,,,1.423324317273686
1970-05-18,24.699596309409866,,18.05972843678396,,,1.4325938694499811
1970-05-19,24.218185252953788,,18.05972843678396,,,1.4164648371919166
1970-05-20,23.595559503057284,,17.494276175746144,,,1.3766598757011639
1970-05-21,23.159082397900367,,17.48148847680813,,,1.3616078605459592
1970-05-22,23.18796588596777,,17.543307350384552,,,1.3646467216132667
1970-05-25,22.546084477359667,,17.049374270619964,,,1.3265927794022168
1970-05-26,22.237981695057766,,17.165339829008488,,,1.3201554792178647
1970-05-27,23.354853974829247,,17.016833942015012,,,1.3525992974004388
1970-05-28,23.945386144011994,,17.71756410414258,,,1.3958613112574634
1970-05-29,24.568011893908498,,17.867481277718067,,,1.421744326544122
1970-06-01,24.98202324770746,,18.36370837098858,,,1.4522406458089736
1970-06-02,24.98202324770746,,18.36370837098858,,,1.4522406458089736
1970-06-03,25.200263024577545,,18.600576299562054,,,1.4674884195431914
1970-06-04,24.82797308084814,,18.81769267496483,,,1.4622895371004747
1970-06-05,24.446052859179673,,18.729241284196192,,,1.446530366619171
1970-06-08,24.484566625186133,,18.60366369080325,,,1.4436134097657811
1970-06-09,24.47172870318398,,18.4471325242759,,,1.4379389254435448
1970-06-10,24.224605438246492,,18.602692691186945,,,1.4348712265572987
1970-06-11,23.894034456003386,,17.89667154999714,,,1.4001415967054542
1970-06-12,23.711098352493405,,18.06889910832642,,,1.3997828212507983
1970-06-15,23.935758314656194,,18.27931321808495,,,1.4143593949429871
1970-06-16,24.439635122470225,,18.116785967452483,,,1.425795854378687
1970-06-17,24.39149352710797,,18.116785967452483,,,1.4241829347455806
1970-06-18,24.555173971906346,,18.360620979747377,,,1.4378361939820912
1970-06-19,24.728482246060523,,18.635762655946245,,,1.4528609085547437
1970-06-22,24.5968953819759,,18.953763953789856,,,1.4591064743246729
1970-06-23,23.993527739374255,,18.800406298203608,,,1.4337534073743305
1970-06-24,23.73998428914406,,18.876071066530482,,,1.4277938205306862
1970-06-25,23.756029855209313,,18.902350492953136,,,1.4292118626799155
1970-06-26,23.579513936992036,,18.8355926545878,,,1.4210613015018103
1970-06-29,23.393367740835703,,18.799702269656972,,,1.413622263426556
1970-06-30,23.338808408763995,,18.855260241051095,,,1.4136557214986742
1970-07-01,23.409415755484208,,18.949442897847675,,,1.4191767897144627
1970-07-02,23.402995570191504,,18.949442897847675,,,1.418961690010582
1970-07-03,,,18.830037933944634,,,0.6308751849052736
1970-07-06,23.037123363171546,,18.67482870481066,,,1.397503051558407
1970-07-07,22.86060744495427,,18.667863774081734,,,1.3913557716160312
1970-07-08,23.42867141419581,,18.708869669186264,,,1.4117618411437447
1970-07-09,23.768867777211465,,18.617068222091753,,,1.4200839799020946
1970-07-10,23.894034456003386,,18.538757425985633,,,1.4216538234550924
1970-07-13,23.926130485300394,,18.607455110591083,,,1.4250307817553662
1970-07-14,23.884406626647582,,18.61504010315925,,,1.4238870048002077
1970-07-15,24.14437026217048,,18.41326810528508,,,1.4258366376310263
1970-07-16,24.50061219125138,,18.23486684096965,,,1.431794950761418
1970-07-17,24.933884100928456,,18.23486684096965,,,1.4463111454228763
1970-07-20,24.96597768164221,,,,,0.8364516227476059
1970-07-21,24.70601649470257,,18.95076483524105,,,1.4626619495145974
1970-07-22,24.72206206076782,,18.80305232598285,,,1.4582506250433374
1970-07-23,25.033374935716072,,18.745115297879156,,,1.4667396432168183
1970-07-24,24.97560551099801,,18.769190059984528,,,1.465610748703665
1970-07-27,24.921046178926304,,18.784181346743576,,,1.4642850743746736
1970-07-28,24.959557496349507,,18.85922820622371,,,1.4680896889008215
1970-07-29,25.046212857718224,,18.805168717607746,,,1.4691817699323189
1970-07-30,25.055840687074024,,18.876335884607652,,,1.471888698003528
1970-07-31,25.049422950364576,,19.040891254172625,,,1.4771868874558374
1970-08-03,24.718851968121466,,19.040891254172625,,,1.4661115497279726
1970-08-04,24.77341374877643,,19.085425903980315,,,1.4694316428213
1970-08-05,24.77020365613008,,19.134546427807358,,,1.4709698102887157
1970-08-06,24.738110075416323,,18.940094604424182,,,1.4633797101412567
1970-08-07,24.802297236843835,,18.899176982012044,,,1.464159324860063
1970-08-10,24.455680688535477,,18.884095269568103,,,1.452041109382617
1970-08-11,24.33372410238991,,18.72659525641695,,,1.4426782905517266
1970-08-12,24.205347330951636,,18.720510899619438,,,1.4381733506553813
1970-08-13,23.993527739374255,,18.89706059038715,,,1.4369916798975768
1970-08-14,24.128322247521975,,18.837973864289868,,,1.4395281676713874
1970-08-17,24.176463842884232,,18.877569549308635,,,1.4424676876647955
1970-08-18,24.455680688535477,,18.877569549308635,,,1.451822473871113
1970-08-19,24.699596309409866,,19.01293679958703,,,1.4645298381530811
1970-08-20,24.98202324770746,,19.060909778412988,,,1.475599444573377
1970-08-21,25.431340723449786,,19.08604381282705,,,1.4914953065598746
1970-08-24,25.992986955981877,,19.12017089690255,,,1.5114558930756823
1970-08-25,26.034710814634686,,18.98815585594253,,,1.5084308080209838
1970-08-26,26.06359430270209,,18.989744764405575,,,1.5094517448275422
1970-08-27,26.021872892632533,,19.07916500179802,,,1.5110498301108888
1970-08-28,26.272206250216374,,19.02925217673195,,,1.5177646514487169
1970-08-31,26.163085137489702,,18.803228871367633,,,1.506536086882101
1970-09-01,25.980149033979725,,18.788502402685754,,,1.499913667308766
1970-09-02,25.983359126626077,,18.788502402685754,,,1.5000212171607068
1970-09-03,26.346021240999683,,18.86354926216589,,,1.514686069710838
1970-09-04,26.583519125164624,,18.915666751549246,,,1.5243892446582086
1970-09-07,,,18.964875548068683,,,0.6353927384567377
1970-09-08,26.650916379238485,,19.093979743172287,,,1.5326214371386984
1970-09-09,26.570681203162472,,19.198128602239102,,,1.5334226330381178
1970-09-10,26.413420943656796,,19.09653749825914,,,1.5247501650178807
1970-09-11,26.484025841793756,,19.024136666558245,,,1.5246899946707364
1970-09-14,26.339603504290235,,19.122375561219837,,,1.523142680313502
1970-09-15,26.111735898064346,,19.122375561219837,,,1.5155082815557313
1970-09-16,26.24974049885842,,18.871043829049167,,,1.5117114079003091
1970-09-17,26.410210851010447,,18.843707283310312,,,1.5161718776578683
1970-09-18,26.516121871090764,,18.843707283310312,,,1.5197202844434026
1970-09-21,26.28825426486488,,18.316262875324473,,,1.4944145676785945
1970-09-22,26.272206250216374,,18.42535069918021,,,1.4975317417938603
1970-09-23,26.28825426486488,,,,,0.8807527275495632
1970-09-24,26.208019088788863,,18.46626832159235,,,1.496752127075054
1970-09-25,26.583519125164624,,18.210703806171892,,,1.500770405966728
1970-09-28,26.930135673472982,,17.821448145132226,,,1.4993418396397282
1970-09-29,26.914087658824478,,18.214406953267336,,,1.5119697306385564
1970-09-30,27.055302352264903,,18.214406953267336,,,1.5167009396859354
1970-10-01,27.06172008897435,,18.18098389773847,,,1.5157961626714977
1970-10-02,27.33131155385305,,18.215731043653204,,,1.525992619950641
1970-10-05,27.751743092944714,,18.215731043653204,,,1.5400786152043373
1970-10-06,27.873699679090283,,18.469443985525942,,,1.552664919267198
1970-10-07,27.886537601092435,,18.370673301717506,,,1.5497858572502157
1970-10-08,27.584852555499985,,18.342189210977565,,,1.5387239828310344
1970-10-09,27.30563570984874,,18.354448350257478,,,1.5297799226565565
1970-10-12,27.01357849361209,,18.452687244919066,,,1.5232862995480618
1970-10-13,26.978274820251986,,18.470501104842143,,,1.522700326788753
1970-10-14,27.019998678904795,,18.484964908439338,,,1.5245828191095712
1970-10-15,27.167631109054668,,18.681442697762524,,,1.5361117708355
1970-10-16,27.0488821669722,,18.644493040523,,,1.5308952979329318
1970-10-19,26.68622005259859,,18.81046077316623,,,1.5243053162834375
1970-10-20,26.843480312104266,,18.81046077316623,,,1.5295741105175185
1970-10-21,26.84990049739697,,18.57950065600549,,,1.5220512010293488
1970-10-22,26.7600350433819,,18.582321076177017,,,1.519134873828428
1970-10-23,26.88520172217382,,18.533995006581495,,,1.5217093154575458
1970-10-26,26.737569292023945,,18.474204251937586,,,1.5147598796401849
1970-10-27,26.67659222324279,,18.476762007024437,,,1.5128026188285912
1970-10-28,26.776083058030405,,18.558599404841214,,,1.5188777782453773
1970-10-29,26.75361730667245,,18.67139037579239,,,1.5219040036737264
1970-10-30,26.718313633312345,,18.644404767830604,,,1.5198170847833121
1970-11-02,26.80175890203471,,18.86593047186796,,,1.530034728502643
1970-11-03,27.029626508260595,,,,,0.9055914109753024
1970-11-04,27.084185840332303,,18.904731702655205,,,1.540797047796905
1970-11-05,26.99111274225414,,18.904731702655205,,,1.5376787583826326
1970-11-06,27.029626508260595,,18.84185570976259,,,1.5368625346211393
1970-11-09,27.17404884576412,,18.94229926874147,,,1.545066438312796
1970-11-10,27.212562611770576,,18.89600131807845,,,1.544805639638265
1970-11-11,27.289587695200236,,18.718041417224978,,,1.5414239538536156
1970-11-12,27.007160756902643,,18.6072785652063,,,1.5282506568831684
1970-11-13,26.7568273993188,,18.61697994939936,,,1.52018860511038
1970-11-16,26.715103540665993,,18.50551091584155,,,1.5150560825664225
1970-11-17,26.788920980032557,,18.30453337219891,,,1.5107957536929937
1970-11-18,26.570681203162472,,18.412297105668777,,,1.5070944019191836
1970-11-19,26.60919496916893,,18.300124043564335,,,1.504626545921823
1970-11-20,26.86915615610857,,18.300124043564335,,,1.5133361970894978
1970-11-23,27.036044244970046,,,,,0.9058064286426831
1970-11-24,27.209352519124224,,18.166698792518552,,,1.5202637860808035
1970-11-25,27.30884335391184,,18.1393600937872,,,1.5226811467008665
1970-11-26,,,18.000202500217224,,,0.6030726608460958
1970-11-27,27.578434818790534,,17.744284894027192,,,1.518476982337334
1970-11-30,27.98602843588005,,17.553272476158536,,,1.5257332451544765
1970-12-01,28.072683797248764,,17.87868114468928,,,1.5395388982268479
1970-12-02,28.39683459419917,,17.788289907680532,,,1.5473706989974516
1970-12-03,28.53162910234689,,17.573114455014117,,,1.5446776431781282
1970-12-04,28.71135511321052,,17.5463936651295,,,1.5498038780489882
1970-12-07,28.865407728653096,,17.368962323934127,,,1.5490206051748772
1970-12-08,28.71456520585687,,17.31455189754109,,,1.54214388019289
1970-12-09,28.737030957214824,,17.33554034490151,,,1.5435997548835052
1970-12-10,28.858987543360392,,17.40062207860766,,,1.5498662231208378
1970-12-11,28.968108656087068,,17.797549928411637,,,1.5668207154021376
1970-12-14,28.82047622593719,,17.777619676863665,,,1.5612067523198436
1970-12-15,28.77554472322128,,17.61182848960522,,,1.5541467710034145
1970-12-16,28.794800381932884,,17.402826742924947,,,1.5477895826242825
1970-12-17,28.89750130936685,,17.397270945785536,,,1.5510443000206153
1970-12-18,28.95527073408491,,17.439424385891154,,,1.5543920816896193
1970-12-21,28.865407728653096,,17.539956217562423,,,1.5547495264143802
1970-12-22,28.89750130936685,,17.45838363782282,,,1.5530917988639172
1970-12-23,28.916756968078452,,,,,0.9688171878937752
1970-12-24,29.08043741287683,,17.531137560293278,,,1.5616583505078763
1970-12-25,,,17.48395795920259,,,0.5857765793718341
