Price,US
Ticker,
Date,
1977-11-21,95.25
1977-11-22,96.08999633789062
1977-11-23,96.48999786376952
1977-11-25,96.69000244140624
1977-11-28,96.04000091552734
1977-11-29,94.5500030517578
1977-11-30,94.83000183105467
1977-12-01,94.69000244140624
1977-12-02,94.66999816894533
1977-12-05,94.2699966430664
1977-12-06,92.83000183105467
1977-12-07,92.77999877929688
1977-12-08,92.95999908447266
1977-12-09,93.6500015258789
1977-12-12,93.62999725341795
1977-12-13,93.55999755859376
1977-12-14,94.02999877929688
1977-12-15,93.5500030517578
1977-12-16,93.4000015258789
1977-12-19,92.69000244140624
1977-12-20,92.5
1977-12-21,93.0500030517578
1977-12-22,93.8000030517578
1977-12-23,94.69000244140624
1977-12-27,94.69000244140624
1977-12-28,94.75
1977-12-29,94.94000244140624
1977-12-30,95.0999984741211
1978-01-03,93.81999969482422
1978-01-04,93.5199966430664
1978-01-05,92.73999786376952
1978-01-06,91.62000274658205
1978-01-09,90.63999938964844
1978-01-10,90.16999816894533
1978-01-11,89.73999786376953
1978-01-12,89.81999969482422
1978-01-13,89.69000244140625
1978-01-16,89.43000030517578
1978-01-17,89.87999725341797
1978-01-18,90.55999755859376
1978-01-19,90.08999633789062
1978-01-20,89.88999938964844
1978-01-23,89.23999786376953
1978-01-24,89.25
1978-01-25,89.38999938964844
1978-01-26,88.58000183105469
1978-01-27,88.58000183105469
1978-01-30,89.33999633789062
1978-01-31,89.25
1978-02-01,89.93000030517578
1978-02-02,90.12999725341795
1978-02-03,89.62000274658203
1978-02-06,89.5
1978-02-07,90.33000183105467
1978-02-08,90.83000183105467
1978-02-09,90.3000030517578
1978-02-10,90.08000183105467
1978-02-13,89.86000061035156
1978-02-14,89.04000091552734
1978-02-15,88.83000183105469
1978-02-16,88.08000183105469
1978-02-17,87.95999908447266
1978-02-21,87.58999633789062
1978-02-22,87.55999755859375
1978-02-23,87.63999938964844
1978-02-24,88.48999786376953
1978-02-27,87.72000122070312
1978-02-28,87.04000091552734
1978-03-01,87.19000244140625
1978-03-02,87.31999969482422
1978-03-03,87.44999694824219
1978-03-06,86.9000015258789
1978-03-07,87.36000061035156
1978-03-08,87.83999633789062
1978-03-09,87.88999938964844
1978-03-10,88.87999725341797
1978-03-13,88.94999694824219
1978-03-14,89.3499984741211
1978-03-15,89.12000274658203
1978-03-16,89.51000213623047
1978-03-17,90.1999969482422
1978-03-20,90.81999969482422
1978-03-21,89.79000091552734
1978-03-22,89.47000122070312
1978-03-23,89.36000061035156
1978-03-27,88.87000274658203
1978-03-28,89.5
1978-03-29,89.63999938964844
1978-03-30,89.41000366210938
1978-03-31,89.20999908447266
1978-04-03,88.45999908447266
1978-04-04,88.86000061035156
1978-04-05,89.63999938964844
1978-04-06,89.79000091552734
1978-04-07,90.16999816894533
1978-04-10,90.48999786376952
1978-04-11,90.25
1978-04-12,90.11000061035156
1978-04-13,90.9800033569336
1978-04-14,92.91999816894533
1978-04-17,94.4499969482422
1978-04-18,93.43000030517578
1978-04-19,93.86000061035156
1978-04-20,94.54000091552734
1978-04-21,94.33999633789062
1978-04-24,95.7699966430664
1978-04-25,96.63999938964844
1978-04-26,96.81999969482422
1978-04-27,95.86000061035156
1978-04-28,96.83000183105467
1978-05-01,97.66999816894533
1978-05-02,97.25
1978-05-03,96.26000213623048
1978-05-04,95.93000030517578
1978-05-05,96.52999877929688
1978-05-08,96.19000244140624
1978-05-09,95.9000015258789
1978-05-10,95.91999816894533
1978-05-11,97.1999969482422
1978-05-12,98.06999969482422
1978-05-15,98.76000213623048
1978-05-16,99.3499984741211
1978-05-17,99.5999984741211
1978-05-18,98.62000274658205
1978-05-19,98.12000274658205
1978-05-22,99.08999633789062
1978-05-23,98.0500030517578
1978-05-24,97.08000183105467
1978-05-25,96.8000030517578
1978-05-26,96.58000183105467
1978-05-30,96.86000061035156
1978-05-31,97.23999786376952
1978-06-01,97.3499984741211
1978-06-02,98.13999938964844
1978-06-05,99.9499969482422
1978-06-06,100.31999969482422
1978-06-07,100.12000274658205
1978-06-08,100.20999908447266
1978-06-09,99.93000030517578
1978-06-12,99.5500030517578
1978-06-13,99.56999969482422
1978-06-14,99.4800033569336
1978-06-15,98.33999633789062
1978-06-16,97.41999816894533
1978-06-19,97.48999786376952
1978-06-20,96.51000213623048
1978-06-21,96.01000213623048
1978-06-22,96.23999786376952
1978-06-23,95.8499984741211
1978-06-26,94.5999984741211
1978-06-27,94.9800033569336
1978-06-28,95.4000015258789
1978-06-29,95.56999969482422
1978-06-30,95.52999877929688
1978-07-03,95.08999633789062
1978-07-05,94.2699966430664
1978-07-06,94.31999969482422
1978-07-07,94.88999938964844
1978-07-10,95.2699966430664
1978-07-11,95.93000030517578
1978-07-12,96.23999786376952
1978-07-13,96.25
1978-07-14,97.58000183105467
1978-07-17,97.77999877929688
1978-07-18,96.87000274658205
1978-07-19,98.12000274658205
1978-07-20,98.02999877929688
1978-07-21,97.75
1978-07-24,97.72000122070312
1978-07-25,98.44000244140624
1978-07-26,99.08000183105467
1978-07-27,99.54000091552734
1978-07-28,100.0
1978-07-31,100.68000030517578
1978-08-01,100.66000366210938
1978-08-02,102.91999816894533
1978-08-03,103.51000213623048
1978-08-04,103.91999816894533
1978-08-07,103.5500030517578
1978-08-08,104.01000213623048
1978-08-09,104.5
1978-08-10,103.66000366210938
1978-08-11,103.95999908447266
1978-08-14,103.97000122070312
1978-08-15,103.8499984741211
1978-08-16,104.6500015258789
1978-08-17,105.08000183105467
1978-08-18,104.7300033569336
1978-08-21,103.88999938964844
1978-08-22,104.30999755859376
1978-08-23,104.91000366210938
1978-08-24,105.08000183105467
1978-08-25,104.9000015258789
1978-08-28,103.95999908447266
1978-08-29,103.38999938964844
1978-08-30,103.5
1978-08-31,103.29000091552734
1978-09-01,103.68000030517578
1978-09-05,104.48999786376952
1978-09-06,105.37999725341795
1978-09-07,105.41999816894533
1978-09-08,106.79000091552734
1978-09-11,106.9800033569336
1978-09-12,106.98999786376952
1978-09-13,106.33999633789062
1978-09-14,105.0999984741211
1978-09-15,104.12000274658205
1978-09-18,103.20999908447266
1978-09-19,102.52999877929688
1978-09-20,101.7300033569336
1978-09-21,101.9000015258789
1978-09-22,101.83999633789062
1978-09-25,101.86000061035156
1978-09-26,102.62000274658205
1978-09-27,101.66000366210938
1978-09-28,101.95999908447266
1978-09-29,102.54000091552734
1978-10-02,102.95999908447266
1978-10-03,102.5999984741211
1978-10-04,103.05999755859376
1978-10-05,103.2699966430664
1978-10-06,103.5199966430664
1978-10-09,104.58999633789062
1978-10-10,104.45999908447266
1978-10-11,105.38999938964844
1978-10-12,104.87999725341795
1978-10-13,104.66000366210938
1978-10-16,102.61000061035156
1978-10-17,101.26000213623048
1978-10-18,100.48999786376952
1978-10-19,99.33000183105467
1978-10-20,97.9499969482422
1978-10-23,98.18000030517578
1978-10-24,97.48999786376952
1978-10-25,97.30999755859376
1978-10-26,96.02999877929688
1978-10-27,94.58999633789062
1978-10-30,95.05999755859376
1978-10-31,93.1500015258789
1978-11-01,96.8499984741211
1978-11-02,95.61000061035156
1978-11-03,96.18000030517578
1978-11-06,95.19000244140624
1978-11-07,93.8499984741211
1978-11-08,94.4499969482422
1978-11-09,94.41999816894533
1978-11-10,94.7699966430664
1978-11-13,93.12999725341795
1978-11-14,92.48999786376952
1978-11-15,92.70999908447266
1978-11-16,93.70999908447266
1978-11-17,94.41999816894533
1978-11-20,95.25
1978-11-21,95.01000213623048
1978-11-22,95.4800033569336
1978-11-24,95.79000091552734
1978-11-27,95.98999786376952
1978-11-28,95.1500015258789
1978-11-29,93.75
1978-11-30,94.6999969482422
1978-12-01,96.27999877929688
1978-12-04,96.1500015258789
1978-12-05,97.44000244140624
1978-12-06,97.48999786376952
1978-12-07,97.08000183105467
1978-12-08,96.62999725341795
1978-12-11,97.11000061035156
1978-12-12,96.58999633789062
1978-12-13,96.05999755859376
1978-12-14,96.04000091552734
1978-12-15,95.33000183105467
1978-12-18,93.44000244140624
1978-12-19,94.23999786376952
1978-12-20,94.68000030517578
1978-12-21,94.70999908447266
1978-12-22,96.30999755859376
1978-12-26,97.5199966430664
1978-12-27,96.66000366210938
1978-12-28,96.27999877929688
1978-12-29,96.11000061035156
1979-01-02,96.7300033569336
1979-01-03,97.8000030517578
1979-01-04,98.58000183105467
1979-01-05,99.12999725341795
1979-01-08,98.8000030517578
1979-01-09,99.33000183105467
1979-01-10,98.7699966430664
1979-01-11,99.0999984741211
1979-01-12,99.93000030517578
1979-01-15,100.69000244140624
1979-01-16,99.45999908447266
1979-01-17,99.4800033569336
1979-01-18,99.72000122070312
1979-01-19,99.75
1979-01-22,99.9000015258789
1979-01-23,100.5999984741211
1979-01-24,100.16000366210938
1979-01-25,101.19000244140624
1979-01-26,101.86000061035156
1979-01-29,101.5500030517578
1979-01-30,101.0500030517578
1979-01-31,99.93000030517578
1979-02-01,99.95999908447266
1979-02-02,99.5
1979-02-05,98.08999633789062
1979-02-06,98.0500030517578
1979-02-07,97.16000366210938
1979-02-08,97.6500015258789
1979-02-09,97.87000274658205
1979-02-12,98.1999969482422
1979-02-13,98.93000030517578
1979-02-14,98.87000274658205
1979-02-15,98.7300033569336
1979-02-16,98.66999816894533
1979-02-20,99.41999816894533
1979-02-21,99.06999969482422
1979-02-22,98.33000183105467
1979-02-23,97.77999877929688
1979-02-26,97.66999816894533
1979-02-27,96.12999725341795
1979-02-28,96.27999877929688
1979-03-01,96.9000015258789
1979-03-02,96.97000122070312
1979-03-05,98.05999755859376
1979-03-06,97.87000274658205
1979-03-07,98.44000244140624
1979-03-08,99.58000183105467
1979-03-09,99.54000091552734
1979-03-12,99.66999816894533
1979-03-13,99.83999633789062
1979-03-14,99.70999908447266
1979-03-15,99.86000061035156
1979-03-16,100.69000244140624
1979-03-19,101.05999755859376
1979-03-20,100.5
1979-03-21,101.25
1979-03-22,101.66999816894533
1979-03-23,101.5999984741211
1979-03-26,101.04000091552734
1979-03-27,102.4800033569336
1979-03-28,102.12000274658205
1979-03-29,102.02999877929688
1979-03-30,101.58999633789062
1979-04-02,100.9000015258789
1979-04-03,102.4000015258789
1979-04-04,102.6500015258789
1979-04-05,103.26000213623048
1979-04-06,103.18000030517578
1979-04-09,102.87000274658205
1979-04-10,103.33999633789062
1979-04-11,102.30999755859376
1979-04-12,102.0
1979-04-16,101.12000274658205
1979-04-17,101.23999786376952
1979-04-18,101.6999969482422
1979-04-19,101.27999877929688
1979-04-20,101.2300033569336
1979-04-23,101.56999969482422
1979-04-24,102.1999969482422
1979-04-25,102.5
1979-04-26,102.01000213623048
1979-04-27,101.8000030517578
1979-04-30,101.76000213623048
1979-05-01,101.68000030517578
1979-05-02,101.72000122070312
1979-05-03,101.80999755859376
1979-05-04,100.69000244140624
1979-05-07,99.0199966430664
1979-05-08,99.16999816894533
1979-05-09,99.45999908447266
1979-05-10,98.5199966430664
1979-05-11,98.5199966430664
1979-05-14,98.05999755859376
1979-05-15,98.13999938964844
1979-05-16,98.41999816894533
1979-05-17,99.94000244140624
1979-05-18,99.93000030517578
1979-05-21,100.13999938964844
1979-05-22,100.51000213623048
1979-05-23,99.88999938964844
1979-05-24,99.93000030517578
1979-05-25,100.22000122070312
1979-05-29,100.0500030517578
1979-05-30,99.11000061035156
1979-05-31,99.08000183105467
1979-06-01,99.16999816894533
1979-06-04,99.31999969482422
1979-06-05,100.62000274658205
1979-06-06,101.3000030517578
1979-06-07,101.79000091552734
1979-06-08,101.48999786376952
1979-06-11,101.91000366210938
1979-06-12,102.8499984741211
1979-06-13,102.30999755859376
1979-06-14,102.1999969482422
1979-06-15,102.08999633789062
1979-06-18,101.55999755859376
1979-06-19,101.58000183105467
1979-06-20,101.62999725341795
1979-06-21,102.08999633789062
1979-06-22,102.63999938964844
1979-06-25,102.08999633789062
1979-06-26,101.66000366210938
1979-06-27,102.2699966430664
1979-06-28,102.8000030517578
1979-06-29,102.91000366210938
1979-07-02,101.98999786376952
1979-07-03,102.08999633789062
1979-07-05,102.43000030517578
1979-07-06,103.62000274658205
1979-07-09,104.47000122070312
1979-07-10,104.1999969482422
1979-07-11,103.63999938964844
1979-07-12,102.69000244140624
1979-07-13,102.31999969482422
1979-07-16,102.73999786376952
1979-07-17,101.83000183105467
1979-07-18,101.69000244140624
1979-07-19,101.61000061035156
1979-07-20,101.81999969482422
1979-07-23,101.58999633789062
1979-07-24,101.97000122070312
1979-07-25,103.08000183105467
1979-07-26,103.0999984741211
1979-07-27,103.0999984741211
1979-07-30,103.1500015258789
1979-07-31,103.80999755859376
1979-08-01,104.16999816894533
1979-08-02,104.0999984741211
1979-08-03,104.04000091552734
1979-08-06,104.3000030517578
1979-08-07,105.6500015258789
1979-08-08,105.9800033569336
1979-08-09,105.48999786376952
1979-08-10,106.4000015258789
1979-08-13,107.41999816894533
1979-08-14,107.5199966430664
1979-08-15,108.25
1979-08-16,108.08999633789062
1979-08-17,108.3000030517578
1979-08-20,108.83000183105467
1979-08-21,108.91000366210938
1979-08-22,108.98999786376952
1979-08-23,108.62999725341795
1979-08-24,108.5999984741211
1979-08-27,109.13999938964844
1979-08-28,109.0199966430664
1979-08-29,109.0199966430664
1979-08-30,109.0199966430664
1979-08-31,109.31999969482422
1979-09-04,107.44000244140624
1979-09-05,106.4000015258789
1979-09-06,106.8499984741211
1979-09-07,107.66000366210938
1979-09-10,108.16999816894533
1979-09-11,107.51000213623048
1979-09-12,107.81999969482422
1979-09-13,107.8499984741211
1979-09-14,108.76000213623048
1979-09-17,108.83999633789062
1979-09-18,108.0
1979-09-19,108.27999877929688
1979-09-20,110.51000213623048
1979-09-21,110.47000122070312
1979-09-24,109.61000061035156
1979-09-25,109.68000030517578
1979-09-26,109.95999908447266
1979-09-27,110.20999908447266
1979-09-28,109.31999969482422
1979-10-01,108.55999755859376
1979-10-02,109.58999633789062
1979-10-03,109.58999633789062
1979-10-04,110.16999816894533
1979-10-05,111.2699966430664
1979-10-08,109.87999725341795
1979-10-09,106.62999725341795
1979-10-10,105.3000030517578
1979-10-11,105.0500030517578
1979-10-12,104.48999786376952
1979-10-15,103.36000061035156
1979-10-16,103.19000244140624
1979-10-17,103.38999938964844
1979-10-18,103.61000061035156
1979-10-19,101.5999984741211
1979-10-22,100.70999908447266
1979-10-23,100.27999877929688
1979-10-24,100.44000244140624
1979-10-25,100.0
1979-10-26,100.56999969482422
1979-10-29,100.70999908447266
1979-10-30,102.66999816894533
1979-10-31,101.81999969482422
1979-11-01,102.56999969482422
1979-11-02,102.51000213623048
1979-11-05,101.81999969482422
1979-11-06,101.1999969482422
1979-11-07,99.87000274658205
1979-11-08,100.3000030517578
1979-11-09,101.51000213623048
1979-11-12,103.51000213623048
1979-11-13,102.94000244140624
1979-11-14,103.38999938964844
1979-11-15,104.12999725341795
1979-11-16,103.79000091552734
1979-11-19,104.2300033569336
1979-11-20,103.69000244140624
1979-11-21,103.88999938964844
1979-11-23,104.66999816894533
1979-11-26,106.8000030517578
1979-11-27,106.37999725341795
1979-11-28,106.7699966430664
1979-11-29,106.80999755859376
1979-11-30,106.16000366210938
1979-12-03,105.83000183105467
1979-12-04,106.79000091552734
1979-12-05,107.25
1979-12-06,108.0
1979-12-07,107.5199966430664
1979-12-10,107.66999816894533
1979-12-11,107.48999786376952
1979-12-12,107.5199966430664
1979-12-13,107.66999816894533
1979-12-14,108.91999816894533
1979-12-17,109.33000183105467
1979-12-18,108.3000030517578
1979-12-19,108.1999969482422
1979-12-20,108.26000213623048
1979-12-21,107.58999633789062
1979-12-24,107.66000366210938
1979-12-26,107.77999877929688
1979-12-27,107.95999908447266
1979-12-28,107.83999633789062
1979-12-31,107.94000244140624
1980-01-02,105.76000213623048
1980-01-03,105.22000122070312
1980-01-04,106.5199966430664
1980-01-07,106.80999755859376
1980-01-08,108.9499969482422
1980-01-09,109.0500030517578
1980-01-10,109.88999938964844
1980-01-11,109.91999816894533
1980-01-14,110.37999725341795
1980-01-15,111.13999938964844
1980-01-16,111.0500030517578
1980-01-17,110.6999969482422
1980-01-18,111.06999969482422
1980-01-21,112.0999984741211
1980-01-22,111.51000213623048
1980-01-23,113.44000244140624
1980-01-24,113.6999969482422
1980-01-25,113.61000061035156
1980-01-28,114.8499984741211
1980-01-29,114.06999969482422
1980-01-30,115.1999969482422
1980-01-31,114.16000366210938
1980-02-01,115.12000274658205
1980-02-04,114.37000274658205
1980-02-05,114.66000366210938
1980-02-06,115.72000122070312
1980-02-07,116.27999877929688
1980-02-08,117.9499969482422
1980-02-11,117.12000274658205
1980-02-12,117.9000015258789
1980-02-13,118.44000244140624
1980-02-14,116.72000122070312
1980-02-15,115.41000366210938
1980-02-19,114.5999984741211
1980-02-20,116.47000122070312
1980-02-21,115.27999877929688
1980-02-22,115.04000091552734
1980-02-25,113.33000183105467
1980-02-26,113.9800033569336
1980-02-27,112.37999725341795
1980-02-28,112.3499984741211
1980-02-29,113.66000366210938
1980-03-03,112.5
1980-03-04,112.77999877929688
1980-03-05,111.12999725341795
1980-03-06,108.6500015258789
1980-03-07,106.9000015258789
1980-03-10,106.51000213623048
1980-03-11,107.77999877929688
1980-03-12,106.87000274658205
1980-03-13,105.62000274658205
1980-03-14,105.43000030517578
1980-03-17,102.26000213623048
1980-03-18,104.0999984741211
1980-03-19,104.30999755859376
1980-03-20,103.12000274658205
1980-03-21,102.30999755859376
1980-03-24,99.27999877929688
1980-03-25,99.19000244140624
1980-03-26,98.68000030517578
1980-03-27,98.22000122070312
1980-03-28,100.68000030517578
1980-03-31,102.08999633789062
1980-04-01,102.18000030517578
1980-04-02,102.68000030517578
1980-04-03,102.1500015258789
1980-04-07,100.19000244140624
1980-04-08,101.1999969482422
1980-04-09,103.11000061035156
1980-04-10,104.08000183105467
1980-04-11,103.79000091552734
1980-04-14,102.83999633789062
1980-04-15,102.62999725341795
1980-04-16,101.54000091552734
1980-04-17,101.0500030517578
1980-04-18,100.5500030517578
1980-04-21,99.8000030517578
1980-04-22,103.43000030517578
1980-04-23,103.7300033569336
1980-04-24,104.4000015258789
1980-04-25,105.16000366210938
1980-04-28,105.63999938964844
1980-04-29,105.86000061035156
1980-04-30,106.29000091552734
1980-05-01,105.45999908447266
1980-05-02,105.58000183105467
1980-05-05,106.37999725341795
1980-05-06,106.25
1980-05-07,107.18000030517578
1980-05-08,106.12999725341795
1980-05-09,104.72000122070312
1980-05-12,104.77999877929688
1980-05-13,106.3000030517578
1980-05-14,106.8499984741211
1980-05-15,106.98999786376952
1980-05-16,107.3499984741211
1980-05-19,107.66999816894533
1980-05-20,107.62000274658205
1980-05-21,107.72000122070312
1980-05-22,109.01000213623048
1980-05-23,110.62000274658205
1980-05-27,111.4000015258789
1980-05-28,112.05999755859376
1980-05-29,110.2699966430664
1980-05-30,111.23999786376952
1980-06-02,110.76000213623048
1980-06-03,110.51000213623048
1980-06-04,112.61000061035156
1980-06-05,112.77999877929688
1980-06-06,113.1999969482422
1980-06-09,113.70999908447266
1980-06-10,114.66000366210938
1980-06-11,116.0199966430664
1980-06-12,115.5199966430664
1980-06-13,115.80999755859376
1980-06-16,116.08999633789062
1980-06-17,116.02999877929688
1980-06-18,116.26000213623048
1980-06-19,114.66000366210938
1980-06-20,114.05999755859376
1980-06-23,114.51000213623048
1980-06-24,115.13999938964844
1980-06-25,116.72000122070312
1980-06-26,116.19000244140624
1980-06-27,116.0
1980-06-30,114.23999786376952
1980-07-01,114.93000030517578
1980-07-02,115.68000030517578
1980-07-03,117.45999908447266
1980-07-07,118.29000091552734
1980-07-08,117.83999633789062
1980-07-09,117.9800033569336
1980-07-10,116.9499969482422
1980-07-11,117.83999633789062
1980-07-14,120.01000213623048
1980-07-15,119.3000030517578
1980-07-16,119.62999725341795
1980-07-17,121.44000244140624
1980-07-18,122.04000091552734
1980-07-21,122.51000213623048
1980-07-22,122.19000244140624
1980-07-23,121.93000030517578
1980-07-24,121.79000091552734
1980-07-25,120.77999877929688
1980-07-28,121.43000030517578
1980-07-29,122.4000015258789
1980-07-30,122.2300033569336
1980-07-31,121.66999816894533
1980-08-01,121.20999908447266
1980-08-04,120.9800033569336
1980-08-05,120.73999786376952
1980-08-06,121.5500030517578
1980-08-07,123.3000030517578
1980-08-08,123.61000061035156
1980-08-11,124.77999877929688
1980-08-12,123.79000091552734
1980-08-13,123.27999877929688
1980-08-14,125.25
1980-08-15,125.72000122070312
1980-08-18,123.38999938964844
1980-08-19,122.5999984741211
1980-08-20,123.7699966430664
1980-08-21,125.45999908447266
1980-08-22,126.0199966430664
1980-08-25,125.16000366210938
1980-08-26,124.83999633789062
1980-08-27,123.5199966430664
1980-08-28,122.08000183105467
1980-08-29,122.37999725341795
1980-09-02,123.73999786376952
1980-09-03,126.12000274658205
1980-09-04,125.41999816894533
1980-09-05,124.87999725341795
1980-09-08,123.30999755859376
1980-09-09,124.06999969482422
1980-09-10,124.80999755859376
1980-09-11,125.66000366210938
1980-09-12,125.54000091552734
1980-09-15,125.66999816894533
1980-09-16,126.73999786376952
1980-09-17,128.8699951171875
1980-09-18,128.39999389648438
1980-09-19,129.25
1980-09-22,130.39999389648438
1980-09-23,129.42999267578125
1980-09-24,130.3699951171875
1980-09-25,128.72000122070312
1980-09-26,126.3499984741211
1980-09-29,123.54000091552734
1980-09-30,125.45999908447266
1980-10-01,127.12999725341795
1980-10-02,128.08999633789062
1980-10-03,129.3300018310547
1980-10-06,131.72999572753906
1980-10-07,131.0
1980-10-08,131.64999389648438
1980-10-09,131.0399932861328
1980-10-10,130.2899932861328
1980-10-13,132.02999877929688
1980-10-14,132.02000427246094
1980-10-15,133.6999969482422
1980-10-16,132.22000122070312
1980-10-17,131.52000427246094
1980-10-20,132.61000061035156
1980-10-21,131.83999633789062
1980-10-22,131.9199981689453
1980-10-23,129.52999877929688
1980-10-24,129.85000610351562
1980-10-27,127.87999725341795
1980-10-28,128.0500030517578
1980-10-29,127.91000366210938
1980-10-30,126.29000091552734
1980-10-31,127.47000122070312
1980-11-03,129.0399932861328
1980-11-05,131.3300018310547
1980-11-06,128.91000366210938
1980-11-07,129.17999267578125
1980-11-10,129.47999572753906
1980-11-11,131.25999450683594
1980-11-12,134.58999633789062
1980-11-13,136.49000549316406
1980-11-14,137.14999389648438
1980-11-17,137.75
1980-11-18,139.6999969482422
1980-11-19,139.05999755859375
1980-11-20,140.39999389648438
1980-11-21,139.11000061035156
1980-11-24,138.30999755859375
1980-11-25,139.3300018310547
1980-11-26,140.1699981689453
1980-11-28,140.52000427246094
1980-12-01,137.2100067138672
1980-12-02,136.97000122070312
1980-12-03,136.7100067138672
1980-12-04,136.47999572753906
1980-12-05,134.02999877929688
1980-12-08,130.61000061035156
1980-12-09,130.47999572753906
1980-12-10,128.25999450683594
1980-12-11,127.36000061035156
1980-12-12,129.22999572753906
1980-12-15,129.4499969482422
1980-12-16,130.60000610351562
1980-12-17,132.88999938964844
1980-12-18,133.0
1980-12-19,133.6999969482422
1980-12-22,135.77999877929688
1980-12-23,135.3000030517578
1980-12-24,135.8800048828125
1980-12-26,136.57000732421875
1980-12-29,135.02999877929688
1980-12-30,135.3300018310547
1980-12-31,135.75999450683594
1981-01-02,136.33999633789062
1981-01-05,137.97000122070312
1981-01-06,138.1199951171875
1981-01-07,135.0800018310547
1981-01-08,133.05999755859375
1981-01-09,133.47999572753906
1981-01-12,133.52000427246094
1981-01-13,133.2899932861328
1981-01-14,133.47000122070312
1981-01-15,134.22000122070312
1981-01-16,134.77000427246094
1981-01-19,134.3699951171875
1981-01-20,131.64999389648438
1981-01-21,131.36000061035156
1981-01-22,130.25999450683594
1981-01-23,130.22999572753906
1981-01-26,129.83999633789062
1981-01-27,131.1199951171875
1981-01-28,130.33999633789062
1981-01-29,130.24000549316406
1981-01-30,129.5500030517578
1981-02-02,126.91000366210938
1981-02-03,128.4600067138672
1981-02-04,128.58999633789062
1981-02-05,129.6300048828125
1981-02-06,130.60000610351562
1981-02-09,129.27000427246094
1981-02-10,129.24000549316406
1981-02-11,128.24000549316406
1981-02-12,127.4800033569336
1981-02-13,126.9800033569336
1981-02-17,127.80999755859376
1981-02-18,128.47999572753906
1981-02-19,126.61000061035156
1981-02-20,126.58000183105467
1981-02-23,127.3499984741211
1981-02-24,127.38999938964844
1981-02-25,128.52000427246094
1981-02-26,130.10000610351562
1981-02-27,131.27000427246094
1981-03-02,132.00999450683594
1981-03-03,130.55999755859375
1981-03-04,130.86000061035156
1981-03-05,129.92999267578125
1981-03-06,129.85000610351562
1981-03-09,131.1199951171875
1981-03-10,130.4600067138672
1981-03-11,129.9499969482422
1981-03-12,133.19000244140625
1981-03-13,133.11000061035156
1981-03-16,134.67999267578125
1981-03-17,133.9199981689453
1981-03-18,134.22000122070312
1981-03-19,133.4600067138672
1981-03-20,134.0800018310547
1981-03-23,135.69000244140625
1981-03-24,134.6699981689453
1981-03-25,137.11000061035156
1981-03-26,136.27000427246094
1981-03-27,134.64999389648438
1981-03-30,134.27999877929688
1981-03-31,136.0
1981-04-01,136.57000732421875
1981-04-02,136.32000732421875
1981-04-03,135.49000549316406
1981-04-06,133.92999267578125
1981-04-07,133.91000366210938
1981-04-08,134.30999755859375
1981-04-09,134.6699981689453
1981-04-10,134.50999450683594
1981-04-13,133.14999389648438
1981-04-14,132.67999267578125
1981-04-15,134.1699981689453
1981-04-16,134.6999969482422
1981-04-20,135.4499969482422
1981-04-21,134.22999572753906
1981-04-22,134.13999938964844
1981-04-23,133.94000244140625
1981-04-24,135.13999938964844
1981-04-27,135.47999572753906
1981-04-28,134.3300018310547
1981-04-29,133.0500030517578
1981-04-30,132.80999755859375
1981-05-01,132.72000122070312
1981-05-04,130.6699981689453
1981-05-05,130.32000732421875
1981-05-06,130.77999877929688
1981-05-07,131.6699981689453
1981-05-08,131.66000366210938
1981-05-11,129.7100067138672
1981-05-12,130.72000122070312
1981-05-13,130.5500030517578
1981-05-14,131.27999877929688
1981-05-15,132.1699981689453
1981-05-18,132.5399932861328
1981-05-19,132.08999633789062
1981-05-20,132.0
1981-05-21,131.75
1981-05-22,131.3300018310547
1981-05-26,132.77000427246094
1981-05-27,133.77000427246094
1981-05-28,133.4499969482422
1981-05-29,132.58999633789062
1981-06-01,132.41000366210938
1981-06-02,130.6199951171875
1981-06-03,130.7100067138672
1981-06-04,130.9600067138672
1981-06-05,132.22000122070312
1981-06-08,132.24000549316406
1981-06-09,131.97000122070312
1981-06-10,132.32000732421875
1981-06-11,133.75
1981-06-12,133.49000549316406
1981-06-15,133.61000061035156
1981-06-16,132.14999389648438
1981-06-17,133.32000732421875
1981-06-18,131.63999938964844
1981-06-19,132.27000427246094
1981-06-22,131.9499969482422
1981-06-23,133.35000610351562
1981-06-24,132.66000366210938
1981-06-25,132.80999755859375
1981-06-26,132.55999755859375
1981-06-29,131.88999938964844
1981-06-30,131.2100067138672
1981-07-01,129.77000427246094
1981-07-02,128.63999938964844
1981-07-06,127.37000274658205
1981-07-07,128.24000549316406
1981-07-08,128.32000732421875
1981-07-09,129.3000030517578
1981-07-10,129.3699951171875
1981-07-13,129.63999938964844
1981-07-14,129.64999389648438
1981-07-15,130.22999572753906
1981-07-16,130.33999633789062
1981-07-17,130.75999450683594
1981-07-20,128.72000122070312
1981-07-21,128.33999633789062
1981-07-22,127.12999725341795
1981-07-23,127.4000015258789
1981-07-24,128.4600067138672
1981-07-27,129.89999389648438
1981-07-28,129.13999938964844
1981-07-29,129.16000366210938
1981-07-30,130.00999450683594
1981-07-31,130.9199981689453
1981-08-03,130.47999572753906
1981-08-04,131.17999267578125
1981-08-05,132.6699981689453
1981-08-06,132.63999938964844
1981-08-07,131.75
1981-08-10,132.5399932861328
1981-08-11,133.85000610351562
1981-08-12,133.39999389648438
1981-08-13,133.50999450683594
1981-08-14,132.49000549316406
